"codigo","chave","nome","categoria","familia","classes","nivel_item","atributos","requisitos","descricao","loja_oficial","marketplace","motivo_comercial"
"2571","5-11","Staff of Kundun","Cajados","Arma","Dark Wizard (segunda classe); Magic Gladiator (classe inicial)","140","dano 55-61, poder mágico 110, velocidade de ataque 30","força 45, agilidade 16","Staff of Kundun é um item da família arma, catalogado em Cajados. A configuração atual registra dano 55-61, poder mágico 110, velocidade de ataque 30. Requisitos: força 45, agilidade 16. Uso permitido: Dark Wizard (segunda classe), Magic Gladiator (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2572","5-12","Grand Viper Staff","Cajados","Arma","Dark Wizard (segunda classe)","147","dano 66-74, poder mágico 130, velocidade de ataque 30","nível 380, força 39, agilidade 13","Grand Viper Staff é um item da família arma, catalogado em Cajados. A configuração atual registra dano 66-74, poder mágico 130, velocidade de ataque 30. Requisitos: nível 380, força 39, agilidade 13. Uso permitido: Dark Wizard (segunda classe). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2573","5-13","Platina Staff","Cajados","Arma","Dark Wizard (segunda classe)","110","dano 51-53, poder mágico 120, velocidade de ataque 30","força 50, agilidade 16","Platina Staff é um item da família arma, catalogado em Cajados. A configuração atual registra dano 51-53, poder mágico 120, velocidade de ataque 30. Requisitos: força 50, agilidade 16. Uso permitido: Dark Wizard (segunda classe). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2574","5-14","Mystery Stick","Cajados","Arma","Summoner (classe inicial)","28","dano 17-18, poder mágico 34, velocidade de ataque 25","força 34, agilidade 14","Mystery Stick é um item da família arma, catalogado em Cajados. A configuração atual registra dano 17-18, poder mágico 34, velocidade de ataque 25. Requisitos: força 34, agilidade 14. Uso permitido: Summoner (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2575","5-15","Violent Wind Stick","Cajados","Arma","Summoner (classe inicial)","42","dano 23-25, poder mágico 46, velocidade de ataque 25","força 33, agilidade 17","Violent Wind Stick é um item da família arma, catalogado em Cajados. A configuração atual registra dano 23-25, poder mágico 46, velocidade de ataque 25. Requisitos: força 33, agilidade 17. Uso permitido: Summoner (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2576","5-16","Red Wing Stick","Cajados","Arma","Summoner (classe inicial)","59","dano 29-31, poder mágico 59, velocidade de ataque 25","força 36, agilidade 14","Red Wing Stick é um item da família arma, catalogado em Cajados. A configuração atual registra dano 29-31, poder mágico 59, velocidade de ataque 25. Requisitos: força 36, agilidade 14. Uso permitido: Summoner (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2577","5-17","Ancient Stick","Cajados","Arma","Summoner (classe inicial)","78","dano 38-40, poder mágico 76, velocidade de ataque 25","força 50, agilidade 19","Ancient Stick é um item da família arma, catalogado em Cajados. A configuração atual registra dano 38-40, poder mágico 76, velocidade de ataque 25. Requisitos: força 50, agilidade 19. Uso permitido: Summoner (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2578","5-18","Demonic Stick","Cajados","Arma","Summoner (segunda classe)","100","dano 46-48, poder mágico 92, velocidade de ataque 30","força 54, agilidade 15","Demonic Stick é um item da família arma, catalogado em Cajados. A configuração atual registra dano 46-48, poder mágico 92, velocidade de ataque 30. Requisitos: força 54, agilidade 15. Uso permitido: Summoner (segunda classe). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2579","5-19","Storm Blitz Stick","Cajados","Arma","Summoner (segunda classe)","110","dano 51-53, poder mágico 110, velocidade de ataque 30","nível 380, força 64, agilidade 15","Storm Blitz Stick é um item da família arma, catalogado em Cajados. A configuração atual registra dano 51-53, poder mágico 110, velocidade de ataque 30. Requisitos: nível 380, força 64, agilidade 15. Uso permitido: Summoner (segunda classe). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2580","5-20","Eternal Wing Stick","Cajados","Arma","Summoner (segunda classe)","147","dano 66-74, poder mágico 106, velocidade de ataque 30","nível 380, força 57, agilidade 13","Eternal Wing Stick é um item da família arma, catalogado em Cajados. A configuração atual registra dano 66-74, poder mágico 106, velocidade de ataque 30. Requisitos: nível 380, força 57, agilidade 13. Uso permitido: Summoner (segunda classe). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2581","5-21","Book of Samut","Cajados","Arma","Summoner (classe inicial)","52","poder mágico 46, velocidade de ataque 25","agilidade 20, energia 135","Book of Samut é um item da família arma, catalogado em Cajados. A configuração atual registra poder mágico 46, velocidade de ataque 25. Requisitos: agilidade 20, energia 135. Uso permitido: Summoner (classe inicial). Ocupa 1x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2582","5-22","Book of Neil","Cajados","Arma","Summoner (classe inicial)","59","poder mágico 59, velocidade de ataque 25","agilidade 25, energia 168","Book of Neil é um item da família arma, catalogado em Cajados. A configuração atual registra poder mágico 59, velocidade de ataque 25. Requisitos: agilidade 25, energia 168. Uso permitido: Summoner (classe inicial). Ocupa 1x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2583","5-23","Book of Lagle","Cajados","Arma","Summoner (classe inicial)","65","poder mágico 72, velocidade de ataque 25","agilidade 30, energia 201","Book of Lagle é um item da família arma, catalogado em Cajados. A configuração atual registra poder mágico 72, velocidade de ataque 25. Requisitos: agilidade 30, energia 201. Uso permitido: Summoner (classe inicial). Ocupa 1x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2590","5-30","Deadly Staff","Cajados","Arma","Magic Gladiator (classe inicial)","138","dano 57-59, poder mágico 126, velocidade de ataque 30","nível 380, força 47, agilidade 18","Deadly Staff é um item da família arma, catalogado em Cajados. A configuração atual registra dano 57-59, poder mágico 126, velocidade de ataque 30. Requisitos: nível 380, força 47, agilidade 18. Uso permitido: Magic Gladiator (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2591","5-31","Inberial Staff","Cajados","Arma","Dark Wizard (segunda classe)","137","dano 57-61, poder mágico 124, velocidade de ataque 30","nível 380, força 48, agilidade 14","Inberial Staff é um item da família arma, catalogado em Cajados. A configuração atual registra dano 57-61, poder mágico 124, velocidade de ataque 30. Requisitos: nível 380, força 48, agilidade 14. Uso permitido: Dark Wizard (segunda classe). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2593","5-33","Chromatic Staff","Cajados","Arma","Dark Wizard (segunda classe); Magic Gladiator (classe inicial)","147","dano 55-57, poder mágico 124, velocidade de ataque 30","força 50, agilidade 12","Chromatic Staff é um item da família arma, catalogado em Cajados. A configuração atual registra dano 55-57, poder mágico 124, velocidade de ataque 30. Requisitos: força 50, agilidade 12. Uso permitido: Dark Wizard (segunda classe), Magic Gladiator (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2594","5-34","Raven Stick","Cajados","Arma","Summoner (segunda classe)","147","dano 70-78, poder mágico 130, velocidade de ataque 30","força 50, agilidade 14","Raven Stick é um item da família arma, catalogado em Cajados. A configuração atual registra dano 70-78, poder mágico 130, velocidade de ataque 30. Requisitos: força 50, agilidade 14. Uso permitido: Summoner (segunda classe). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2596","5-36","Divine Stick of the Archangel","Cajados","Arma","Summoner (classe inicial)","104","dano 153-165, poder mágico 146, velocidade de ataque 30","força 55, agilidade 13","Divine Stick of the Archangel é um item da família arma, catalogado em Cajados. A configuração atual registra dano 153-165, poder mágico 146, velocidade de ataque 30. Requisitos: força 55, agilidade 13. Uso permitido: Summoner (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"2660","5-100","BloodMoon Staff","Cajados","Arma","Dark Wizard (segunda classe)","137","dano 57-61, poder mágico 124, velocidade de ataque 30","nível 380, força 48, agilidade 14","BloodMoon Staff é um item da família arma, catalogado em Cajados. A configuração atual registra dano 57-61, poder mágico 124, velocidade de ataque 30. Requisitos: nível 380, força 48, agilidade 14. Uso permitido: Dark Wizard (segunda classe). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"3072","6-0","Small Shield","Escudos","Escudo","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial)","3","defesa 1, bloqueio bem-sucedido 3, durabilidade 22","força 70","Small Shield é um item da família escudo, catalogado em Escudos. A configuração atual registra defesa 1, bloqueio bem-sucedido 3, durabilidade 22. Requisitos: força 70. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
